,R_fighter,B_fighter,win_by,last_round,date,location,Fight_type,Winner,indexfighter1,Agefighter1,weight_classfighter1,height_cmfighter1,reach_cmfighter1,ape_indexfighter1,Number_of_fightsfighter1,win_percentagefighter1,O_SLpMfighter1,O_StrPctfighter1,D_SApMfighter1,D_StrPctfighter1,O_TdAvgfighter1,O_TdAccfighter1,O_SubAvgfighter1,D_TdPctfighter1,weightfighter1,indexfighter2,Agefighter2,weight_classfighter2,height_cmfighter2,reach_cmfighter2,ape_indexfighter2,Number_of_fightsfighter2,win_percentagefighter2,O_SLpMfighter2,O_StrPctfighter2,D_SApMfighter2,D_StrPctfighter2,O_TdAvgfighter2,O_TdAccfighter2,O_SubAvgfighter2,D_TdPctfighter2,weightfighter2
797,Randa Markos,Claudia Gadelha,Decision - Unanimous,3,"July 06, 2019","Las Vegas, Nevada, USA",Women's Strawweight Bout,0,1698,36,Strawweight 115 lb,163.0,160.0,0.98159509202454,24,0.4583333333333333,2.97,0.43,3.1,0.58,1.12,0.28,0.2,0.52,115,2502,33,Strawweight 115 lb,163.0,160.0,0.98159509202454,23,0.782608695652174,3.31,0.41,4.57,0.57,3.03,0.42,0.7,0.58,115
798,Jan Blachowicz,Luke Rockhold,KO/TKO,2,"July 06, 2019","Las Vegas, Nevada, USA",Light Heavyweight Bout,1,1819,39,Light Heavyweight 205 lb,188.0,198.0,1.053191489361702,37,0.7567567567567568,3.59,0.49,2.79,0.53,1.14,0.53,0.2,0.65,205,1041,37,Light Heavyweight 205 lb,190.0,196.0,1.0315789473684212,21,0.7619047619047619,4.18,0.48,2.43,0.56,0.67,0.3,1.1,0.68,205
799,Edmen Shahbazyan,Jack Marshman,Submission,1,"July 06, 2019","Las Vegas, Nevada, USA",Middleweight Bout,1,1052,24,Middleweight 185 lb,188.0,188.0,1.0,14,0.7857142857142857,3.24,0.5,4.13,0.46,2.71,0.37,0.5,0.57,185,451,32,Middleweight 185 lb,183.0,185.0,1.010928961748634,33,0.696969696969697,2.74,0.25,4.19,0.56,0.0,0.0,0.0,0.2,185
800,Alejandro Perez,Song Yadong,KO/TKO,1,"July 06, 2019","Las Vegas, Nevada, USA",Bantamweight Bout,0,734,32,Bantamweight 135 lb,168.0,165.0,0.9821428571428572,32,0.71875,3.45,0.35,2.97,0.63,0.61,0.23,0.4,0.7,135,893,24,Bantamweight 135 lb,173.0,170.0,0.9826589595375722,24,0.75,4.88,0.42,3.77,0.59,0.46,0.42,0.3,0.6,135
801,Chance Rencountre,Ismail Naurdiev,Decision - Unanimous,3,"July 06, 2019","Las Vegas, Nevada, USA",Welterweight Bout,1,1143,35,Welterweight 170 lb,188.0,190.0,1.0106382978723405,18,0.7777777777777778,1.1,0.2,3.62,0.49,1.35,0.26,0.3,0.16,170,571,25,Welterweight 170 lb,178.0,188.0,1.0561797752808988,23,0.8260869565217391,3.17,0.52,1.3,0.68,1.25,0.71,0.2,0.7,170
802,Julia Avila,Pannie Kianzad,Decision - Unanimous,3,"July 06, 2019","Las Vegas, Nevada, USA",Women's Bantamweight Bout,1,1569,33,Bantamweight 135 lb,170.0,173.0,1.0176470588235291,11,0.8181818181818182,3.18,0.44,2.86,0.55,0.67,0.33,0.3,0.61,135,74,30,Bantamweight 135 lb,170.0,168.0,0.9882352941176472,22,0.7272727272727273,5.34,0.49,4.35,0.53,0.31,0.22,0.1,0.77,135
803,Eryk Anders,Vinicius Moreira,KO/TKO,1,"June 29, 2019","Minneapolis, Minnesota, USA",Light Heavyweight Bout,1,1622,34,Middleweight 185 lb,185.0,190.0,1.027027027027027,20,0.7,3.16,0.47,3.93,0.51,1.44,0.31,0.1,0.74,185,280,33,Light Heavyweight 205 lb,193.0,193.0,1.0,14,0.6428571428571429,3.15,0.59,5.07,0.43,1.97,0.18,1.3,0.0,205
804,Joseph Benavidez,Jussier Formiga,KO/TKO,2,"June 29, 2019","Minneapolis, Minnesota, USA",Flyweight Bout,1,1849,37,Flyweight 125 lb,163.0,165.0,1.012269938650307,36,0.7777777777777778,3.52,0.34,2.67,0.61,1.41,0.3,0.6,0.62,125,2295,36,Flyweight 125 lb,165.0,170.0,1.0303030303030305,31,0.7419354838709677,1.42,0.39,2.34,0.64,1.82,0.35,0.6,0.87,125
805,Roosevelt Roberts,Vinc Pichel,Decision - Unanimous,3,"June 29, 2019","Minneapolis, Minnesota, USA",Lightweight Bout,0,1048,28,Lightweight 155 lb,188.0,185.0,0.9840425531914894,13,0.7692307692307693,3.14,0.44,3.12,0.53,1.44,0.29,0.9,0.58,155,705,39,Lightweight 155 lb,178.0,183.0,1.0280898876404494,16,0.875,3.42,0.45,2.49,0.58,3.29,0.54,0.3,0.25,155
806,Junior Dos Santos,Francis Ngannou,KO/TKO,1,"June 29, 2019","Minneapolis, Minnesota, USA",Heavyweight Bout,0,2115,38,Heavyweight 265 lb,193.0,196.0,1.0155440414507773,30,0.7,4.49,0.47,3.33,0.56,0.3,0.5,0.1,0.81,238,551,35,Heavyweight 265 lb,193.0,211.0,1.093264248704663,20,0.85,2.33,0.41,2.16,0.41,0.76,0.62,0.3,0.71,250
807,Paul Craig,Alonzo Menifield,KO/TKO,1,"June 29, 2019","Minneapolis, Minnesota, USA",Light Heavyweight Bout,0,1936,34,Light Heavyweight 205 lb,190.0,193.0,1.0157894736842106,20,0.75,2.59,0.51,2.39,0.5,2.06,0.25,1.9,0.55,205,367,34,Light Heavyweight 205 lb,183.0,193.0,1.0546448087431697,14,0.7857142857142857,3.86,0.55,3.43,0.52,0.44,0.2,0.2,0.83,205
808,Marco Polo Reyes,Drew Dober,KO/TKO,1,"June 29, 2019","Minneapolis, Minnesota, USA",Lightweight Bout,0,1140,37,Lightweight 155 lb,180.0,180.0,1.0,15,0.5333333333333333,6.0,0.37,5.52,0.59,0.0,0.0,0.0,0.46,155,2126,33,Lightweight 155 lb,173.0,178.0,1.0289017341040465,34,0.6764705882352942,4.38,0.4,4.08,0.52,0.82,0.18,0.1,0.55,155
809,Demian Maia,Anthony Rocco Martin,Decision - Majority,3,"June 29, 2019","Minneapolis, Minnesota, USA",Welterweight Bout,1,485,44,Welterweight 170 lb,185.0,183.0,0.9891891891891892,39,0.717948717948718,1.8,0.43,2.07,0.63,2.49,0.24,1.0,0.61,170,450,32,Welterweight 170 lb,183.0,185.0,1.010928961748634,23,0.7391304347826086,2.68,0.37,2.59,0.58,0.71,0.27,1.0,0.68,170
810,Ricardo Ramos,Journey Newson,Decision - Unanimous,3,"June 29, 2019","Minneapolis, Minnesota, USA",Bantamweight Bout,1,1185,26,Featherweight 145 lb,175.0,183.0,1.0457142857142858,19,0.7894736842105263,3.32,0.38,3.84,0.57,2.61,0.58,0.6,0.72,145,556,33,Bantamweight 135 lb,165.0,170.0,1.0303030303030305,12,0.75,2.76,0.32,2.76,0.65,0.0,0.0,0.9,0.0,135
811,Amanda Ribas,Emily Whitmire,Submission,2,"June 29, 2019","Minneapolis, Minnesota, USA",Women's Strawweight Bout,1,1112,28,Flyweight 125 lb,160.0,168.0,1.05,13,0.8461538461538461,4.65,0.42,2.17,0.7,1.99,0.47,1.5,0.86,125,1450,30,Flyweight 125 lb,165.0,160.0,0.9696969696969696,9,0.4444444444444444,2.5,0.31,2.98,0.54,1.9,0.66,0.5,0.7,125
812,Dalcha Lungiambula,Dequan Townsend,KO/TKO,3,"June 29, 2019","Minneapolis, Minnesota, USA",Light Heavyweight Bout,1,125,34,Middleweight 185 lb,173.0,193.0,1.115606936416185,14,0.7857142857142857,2.97,0.43,3.91,0.54,2.05,0.46,0.0,0.75,185,1262,35,Light Heavyweight 205 lb,190.0,201.0,1.0578947368421052,33,0.6363636363636364,1.23,0.34,3.92,0.38,0.0,0.0,0.0,0.46,205
813,Maurice Greene,Junior Albini,KO/TKO,1,"June 29, 2019","Minneapolis, Minnesota, USA",Heavyweight Bout,1,2378,35,Heavyweight 265 lb,201.0,203.0,1.0099502487562189,16,0.5625,3.28,0.45,3.61,0.45,0.0,0.0,0.4,0.27,258,1671,30,Heavyweight 265 lb,190.0,188.0,0.9894736842105264,20,0.7,3.98,0.51,6.08,0.52,1.54,0.37,0.0,1.0,264
814,Jared Gordon,Dan Moret,Decision - Unanimous,3,"June 29, 2019","Minneapolis, Minnesota, USA",Lightweight Bout,1,2413,33,Featherweight 145 lb,175.0,173.0,0.9885714285714284,22,0.8181818181818182,5.22,0.56,3.12,0.59,2.54,0.39,0.0,0.5,145,278,35,Lightweight 155 lb,183.0,185.0,1.010928961748634,19,0.6842105263157895,2.67,0.43,3.56,0.43,1.25,0.27,0.4,0.45,155
815,Kevin Holland,Alessio Di Chirico,Decision - Unanimous,3,"June 22, 2019","Greenville, South Carolina, USA",Middleweight Bout,1,2546,29,Middleweight 185 lb,190.0,206.0,1.0842105263157895,28,0.75,3.67,0.54,2.34,0.56,0.9,0.45,0.5,0.5,185,2146,32,Middleweight 185 lb,183.0,188.0,1.0273224043715847,19,0.6842105263157895,3.3,0.41,3.24,0.62,1.62,0.45,0.0,0.83,185
816,Ashley Yoder,Syuri Kondo,Decision - Unanimous,3,"June 22, 2019","Greenville, South Carolina, USA",Women's Strawweight Bout,1,1518,34,Strawweight 115 lb,170.0,175.0,1.0294117647058822,16,0.5,3.08,0.39,3.76,0.47,1.2,0.3,0.6,0.69,115,42,33,Strawweight 115 lb,163.0,168.0,1.030674846625767,9,0.6666666666666666,5.4,0.44,7.22,0.58,0.0,0.0,0.3,0.83,115
817,Matt Wiman,Luis Pena,KO/TKO,3,"June 22, 2019","Greenville, South Carolina, USA",Lightweight Bout,0,1429,38,Lightweight 155 lb,178.0,173.0,0.9719101123595506,26,0.6153846153846154,3.17,0.5,3.57,0.51,2.13,0.37,1.5,0.56,155,747,28,Lightweight 155 lb,190.0,190.0,1.0,12,0.75,3.66,0.46,3.12,0.51,1.17,0.33,1.2,0.48,155
818,Andrea Lee,Montana De La Rosa,Decision - Unanimous,3,"June 22, 2019","Greenville, South Carolina, USA",Women's Flyweight Bout,1,187,33,Flyweight 125 lb,168.0,175.0,1.0416666666666667,18,0.7222222222222222,5.74,0.48,3.78,0.65,1.77,0.5,0.8,0.58,125,2169,27,Flyweight 125 lb,170.0,173.0,1.0176470588235291,19,0.631578947368421,2.87,0.37,3.17,0.45,2.25,0.31,1.1,0.57,125
819,Chan Sung Jung,Renato Moicano,KO/TKO,1,"June 22, 2019","Greenville, South Carolina, USA",Featherweight Bout,1,2683,34,Featherweight 145 lb,170.0,183.0,1.076470588235294,23,0.7391304347826086,4.07,0.43,3.87,0.55,0.82,0.47,0.7,0.77,145,313,32,Lightweight 155 lb,180.0,183.0,1.0166666666666666,21,0.7619047619047619,5.12,0.47,3.58,0.64,2.14,0.53,0.8,0.8,155
820,Bryan Barberena,Randy Brown,KO/TKO,3,"June 22, 2019","Greenville, South Carolina, USA",Welterweight Bout,0,1889,32,Welterweight 170 lb,183.0,183.0,1.0,24,0.6666666666666666,5.44,0.48,4.77,0.45,0.19,0.25,0.4,0.58,170,1756,31,Welterweight 170 lb,190.0,198.0,1.0421052631578946,18,0.7777777777777778,4.21,0.48,3.11,0.52,0.86,0.43,0.6,0.71,170
821,Kevin Aguilar,Dan Ige,Decision - Unanimous,3,"June 22, 2019","Greenville, South Carolina, USA",Featherweight Bout,0,1683,33,Lightweight 155 lb,170.0,185.0,1.088235294117647,22,0.7727272727272727,3.96,0.4,4.81,0.52,0.16,0.16,0.0,0.78,155,2676,30,Featherweight 145 lb,170.0,180.0,1.0588235294117647,20,0.75,3.9,0.46,3.47,0.57,1.35,0.25,0.4,0.55,145
822,Anderson Dos Santos,Andre Ewell,Decision - Unanimous,3,"June 22, 2019","Greenville, South Carolina, USA",Bantamweight Bout,0,2112,36,Bantamweight 135 lb,165.0,178.0,1.0787878787878789,30,0.7,2.7,0.25,5.37,0.49,0.98,0.14,0.7,0.66,135,2205,34,Featherweight 145 lb,173.0,190.0,1.0982658959537572,26,0.6538461538461539,4.28,0.4,4.87,0.51,0.36,0.75,0.1,0.72,145
823,Allen Crowder,Jairzinho Rozenstruik,KO/TKO,1,"June 22, 2019","Greenville, South Carolina, USA",Heavyweight Bout,0,1929,32,Heavyweight 265 lb,190.0,193.0,1.0157894736842106,14,0.7142857142857143,2.95,0.51,2.95,0.56,1.85,0.33,1.2,1.0,245,945,33,Heavyweight 265 lb,188.0,198.0,1.053191489361702,15,0.8,2.8,0.46,3.07,0.45,0.0,0.0,0.0,0.75,242
824,Molly McCann,Ariane Lipski,Decision - Unanimous,3,"June 22, 2019","Greenville, South Carolina, USA",Women's Flyweight Bout,1,413,31,Flyweight 125 lb,163.0,157.0,0.9631901840490796,15,0.7333333333333333,5.67,0.49,4.87,0.65,1.7,0.32,0.6,0.34,125,146,28,Flyweight 125 lb,168.0,170.0,1.011904761904762,21,0.6666666666666666,3.33,0.36,3.9,0.51,0.19,0.2,0.4,0.55,125
825,Eric Spicely,Deron Winn,Decision - Unanimous,3,"June 22, 2019","Greenville, South Carolina, USA",Middleweight Bout,0,867,35,Middleweight 185 lb,185.0,185.0,1.0,18,0.6666666666666666,3.71,0.45,5.72,0.55,1.31,0.2,1.0,0.75,185,1427,32,Middleweight 185 lb,168.0,178.0,1.0595238095238095,9,0.7777777777777778,4.74,0.47,5.17,0.5,4.98,0.52,0.0,0.0,185
826,Pedro Munhoz,Aljamain Sterling,Decision - Unanimous,3,"June 08, 2019","Chicago, Illinois, USA",Bantamweight Bout,0,261,35,Bantamweight 135 lb,168.0,165.0,0.9821428571428572,26,0.7307692307692307,5.5,0.43,6.09,0.58,0.57,0.2,0.7,0.81,135,844,32,Bantamweight 135 lb,170.0,180.0,1.0588235294117647,23,0.8695652173913043,4.84,0.49,2.2,0.63,1.77,0.24,0.9,0.41,135
827,Blagoy Ivanov,Tai Tuivasa,Decision - Unanimous,3,"June 08, 2019","Chicago, Illinois, USA",Heavyweight Bout,1,2649,35,Heavyweight 265 lb,180.0,185.0,1.0277777777777777,22,0.8181818181818182,3.32,0.4,4.15,0.54,1.06,0.54,0.2,0.75,250,1246,28,Heavyweight 265 lb,188.0,190.0,1.0106382978723405,18,0.8333333333333334,4.54,0.52,3.56,0.48,0.0,0.0,0.0,0.5,264
828,Valentina Shevchenko,Jessica Eye,KO/TKO,2,"June 08, 2019","Chicago, Illinois, USA",UFC Women's Flyweight Title Bout,1,1023,34,Flyweight 125 lb,165.0,168.0,1.018181818181818,25,0.88,3.21,0.52,1.87,0.64,2.62,0.64,0.3,0.77,125,1710,35,Flyweight 125 lb,168.0,168.0,1.0,25,0.6,3.96,0.36,4.19,0.56,0.55,0.44,0.5,0.57,125
829,Jimmie Rivera,Petr Yan,Decision - Unanimous,3,"June 08, 2019","Chicago, Illinois, USA",Bantamweight Bout,0,1077,32,Bantamweight 135 lb,163.0,173.0,1.0613496932515338,28,0.8214285714285714,4.03,0.4,3.9,0.6,0.88,0.27,0.1,0.92,135,1527,29,Bantamweight 135 lb,170.0,170.0,1.0,18,0.8888888888888888,5.98,0.52,4.14,0.62,1.75,0.61,0.2,0.89,135
830,Donald Cerrone,Tony Ferguson,TKO - Doctor's Stoppage,2,"June 08, 2019","Chicago, Illinois, USA",Lightweight Bout,0,2021,38,Welterweight 170 lb,185.0,185.0,1.0,52,0.6923076923076923,4.43,0.46,4.49,0.53,1.18,0.33,1.2,0.74,170,2328,38,Lightweight 155 lb,180.0,193.0,1.0722222222222222,32,0.8125,5.15,0.45,3.78,0.59,0.42,0.42,1.1,0.67,155
831,Alexa Grasso,Karolina Kowalkiewicz,Decision - Unanimous,3,"June 08, 2019","Chicago, Illinois, USA",Women's Strawweight Bout,1,2388,28,Flyweight 125 lb,165.0,168.0,1.018181818181818,16,0.8125,4.96,0.43,3.61,0.64,0.28,0.4,0.6,0.6,125,34,36,Strawweight 115 lb,160.0,163.0,1.01875,19,0.631578947368421,5.16,0.39,5.56,0.56,0.19,0.22,0.1,0.74,115
832,Marlon Moraes,Henry Cejudo,KO/TKO,3,"June 08, 2019","Chicago, Illinois, USA",UFC Bantamweight Title Bout,0,295,33,Bantamweight 135 lb,168.0,170.0,1.011904761904762,33,0.696969696969697,3.34,0.4,4.47,0.53,0.89,0.41,0.4,0.46,135,2023,35,Bantamweight 135 lb,163.0,163.0,1.0,18,0.8888888888888888,3.92,0.45,2.77,0.65,2.12,0.33,0.2,0.93,135
833,Yan Xiaonan,Angela Hill,Decision - Unanimous,3,"June 08, 2019","Chicago, Illinois, USA",Women's Strawweight Bout,1,1528,32,Strawweight 115 lb,165.0,160.0,0.9696969696969696,15,0.8666666666666667,5.95,0.42,3.61,0.61,0.92,0.75,0.0,0.65,115,2561,37,Strawweight 115 lb,160.0,163.0,1.01875,24,0.5416666666666666,5.56,0.49,5.15,0.62,0.57,0.3,0.1,0.78,115
834,Bevon Lewis,Darren Stewart,Decision - Unanimous,3,"June 08, 2019","Chicago, Illinois, USA",Middleweight Bout,0,179,30,Middleweight 185 lb,190.0,201.0,1.0578947368421052,10,0.7,3.73,0.43,2.67,0.54,0.0,0.0,0.0,0.66,185,841,31,Light Heavyweight 205 lb,183.0,188.0,1.0273224043715847,20,0.6,3.05,0.45,3.29,0.48,1.75,0.45,0.1,0.67,205
835,Calvin Kattar,Ricardo Lamas,KO/TKO,1,"June 08, 2019","Chicago, Illinois, USA",Featherweight Bout,1,99,33,Featherweight 145 lb,180.0,183.0,1.0166666666666666,28,0.8214285714285714,5.19,0.41,7.64,0.52,0.51,0.29,0.1,0.89,145,231,39,Featherweight 145 lb,173.0,180.0,1.0404624277456649,28,0.7142857142857143,3.13,0.47,2.87,0.57,1.84,0.33,0.9,0.46,145
836,Grigory Popov,Eddie Wineland,KO/TKO,2,"June 08, 2019","Chicago, Illinois, USA",Bantamweight Bout,0,682,37,Bantamweight 135 lb,170.0,173.0,1.0176470588235291,16,0.8125,3.63,0.37,4.2,0.55,0.0,0.0,0.0,0.45,135,1428,37,Bantamweight 135 lb,170.0,175.0,1.0294117647058822,40,0.6,3.4,0.29,3.66,0.69,0.34,0.33,0.1,0.86,135
837,Leonardo Santos,Stevie Ray,KO/TKO,1,"June 01, 2019","Stockholm, Sweden",Lightweight Bout,1,1167,42,Lightweight 155 lb,183.0,190.0,1.0382513661202186,25,0.72,2.88,0.47,2.77,0.59,1.01,0.29,0.3,0.86,155,1160,31,Lightweight 155 lb,178.0,178.0,1.0,32,0.71875,3.73,0.44,2.93,0.54,0.75,0.46,0.6,0.55,155
838,Lina Lansberg,Tonya Evinger,Decision - Unanimous,3,"June 01, 2019","Stockholm, Sweden",Women's Bantamweight Bout,1,225,39,Bantamweight 135 lb,170.0,165.0,0.9705882352941176,15,0.6666666666666666,2.76,0.57,3.7,0.44,0.71,0.33,0.1,0.5,135,2208,40,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,27,0.7037037037037037,1.16,0.42,4.02,0.38,0.93,0.3,0.9,0.33,135
839,Damir Hadzovic,Christos Giagos,Decision - Unanimous,3,"June 01, 2019","Stockholm, Sweden",Lightweight Bout,0,2644,35,Lightweight 155 lb,175.0,178.0,1.0171428571428571,20,0.7,3.92,0.48,3.7,0.62,0.92,0.62,0.2,0.37,155,2459,32,Lightweight 155 lb,178.0,180.0,1.0112359550561798,28,0.6785714285714286,2.88,0.41,2.93,0.49,3.31,0.41,0.5,0.52,155
840,Chris Fishgold,Makwan Amirkhani,Submission,2,"June 01, 2019","Stockholm, Sweden",Featherweight Bout,0,2308,29,Featherweight 145 lb,173.0,173.0,1.0,23,0.782608695652174,2.01,0.32,2.7,0.46,2.59,0.46,1.3,0.44,145,1624,33,Featherweight 145 lb,178.0,183.0,1.0280898876404494,23,0.6956521739130435,1.37,0.44,2.43,0.51,4.12,0.43,1.1,0.57,145
841,Anthony Smith,Alexander Gustafsson,Submission,4,"June 01, 2019","Stockholm, Sweden",Light Heavyweight Bout,1,910,33,Light Heavyweight 205 lb,193.0,193.0,1.0,52,0.6923076923076923,3.03,0.47,4.31,0.42,0.46,0.28,0.8,0.48,205,2349,35,Light Heavyweight 205 lb,196.0,201.0,1.0255102040816326,25,0.72,4.02,0.4,3.42,0.51,1.54,0.39,0.4,0.83,205
842,Sung Bin Jo,Daniel Teymur,Decision - Unanimous,3,"June 01, 2019","Stockholm, Sweden",Featherweight Bout,0,2726,29,Featherweight 145 lb,183.0,183.0,1.0,10,0.9,1.4,0.33,2.67,0.51,1.0,0.33,1.0,0.83,145,1298,34,Featherweight 145 lb,165.0,175.0,1.0606060606060606,11,0.6363636363636364,3.08,0.46,3.93,0.56,0.56,0.18,0.3,0.6,145
843,Rostem Akman,Sergey Khandozhko,Decision - Unanimous,3,"June 01, 2019","Stockholm, Sweden",Welterweight Bout,0,1678,30,Welterweight 170 lb,178.0,183.0,1.0280898876404494,8,0.75,1.8,0.25,3.97,0.57,1.0,0.4,0.0,0.87,170,78,29,Welterweight 170 lb,185.0,188.0,1.0162162162162165,34,0.7941176470588235,2.83,0.42,1.7,0.6,0.5,0.16,0.0,0.64,170
844,Jimi Manuwa,Aleksandar Rakic,KO/TKO,1,"June 01, 2019","Stockholm, Sweden",Light Heavyweight Bout,0,479,42,Light Heavyweight 205 lb,185.0,201.0,1.0864864864864865,23,0.7391304347826086,3.43,0.54,3.97,0.49,0.53,0.18,0.4,0.7,205,1190,30,Light Heavyweight 205 lb,193.0,198.0,1.0259067357512954,16,0.875,4.23,0.52,2.23,0.52,0.75,0.25,0.2,0.9,205
845,Devin Clark,Darko Stosic,Decision - Unanimous,3,"June 01, 2019","Stockholm, Sweden",Light Heavyweight Bout,1,1988,31,Light Heavyweight 205 lb,183.0,190.0,1.0382513661202186,18,0.6666666666666666,3.13,0.56,2.64,0.46,2.51,0.34,0.1,0.56,205,829,30,Light Heavyweight 205 lb,183.0,193.0,1.0546448087431697,17,0.7647058823529411,2.61,0.45,4.04,0.58,3.42,0.5,0.0,0.83,205
846,Joel Alvarez,Danilo Belluardo,KO/TKO,2,"June 01, 2019","Stockholm, Sweden",Lightweight Bout,1,1634,29,Lightweight 155 lb,190.0,196.0,1.0315789473684212,21,0.9047619047619048,3.99,0.43,3.34,0.53,0.0,0.0,1.5,0.0,155,1852,27,Lightweight 155 lb,183.0,188.0,1.0273224043715847,17,0.7058823529411765,1.52,0.61,4.79,0.41,3.5,1.0,0.0,0.5,155
847,Nick Hein,Frank Camacho,KO/TKO,2,"June 01, 2019","Stockholm, Sweden",Lightweight Bout,0,2597,37,Lightweight 155 lb,168.0,168.0,1.0,19,0.7368421052631579,2.65,0.35,3.61,0.59,0.86,0.33,0.0,0.83,155,2076,32,Welterweight 170 lb,178.0,185.0,1.0393258426966292,31,0.7096774193548387,6.67,0.46,7.31,0.52,1.17,0.45,0.0,0.72,170
848,Bea Malecki,Duda Santana,Submission,2,"June 01, 2019","Stockholm, Sweden",Women's Bantamweight Bout,1,475,30,Bantamweight 135 lb,175.0,188.0,1.0742857142857145,5,0.8,6.84,0.46,6.96,0.62,0.0,0.0,1.1,0.78,135,1176,26,Featherweight 145 lb,170.0,185.0,1.088235294117647,4,0.75,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,145
849,Austin Hubbard,Davi Ramos,Decision - Unanimous,3,"May 18, 2019","Rochester, New York, USA",Lightweight Bout,0,2514,30,Lightweight 155 lb,178.0,180.0,1.0112359550561798,19,0.6842105263157895,3.67,0.47,2.97,0.58,1.35,0.61,0.0,0.63,155,1184,35,Lightweight 155 lb,168.0,178.0,1.0595238095238095,14,0.7142857142857143,2.64,0.37,3.44,0.56,1.95,0.4,0.6,0.83,155
850,Derrick Krantz,Vicente Luque,KO/TKO,1,"May 18, 2019","Rochester, New York, USA",Welterweight Bout,0,33,34,Welterweight 170 lb,178.0,183.0,1.0280898876404494,34,0.6470588235294118,2.07,0.37,4.03,0.5,3.18,0.5,0.8,0.0,170,123,30,Welterweight 170 lb,180.0,190.0,1.0555555555555556,29,0.7241379310344828,5.65,0.54,5.67,0.52,0.64,0.5,1.0,0.64,170
851,Kevin Lee,Rafael Dos Anjos,Submission,4,"May 18, 2019","Rochester, New York, USA",Welterweight Bout,0,189,29,Welterweight 170 lb,175.0,196.0,1.12,25,0.72,3.89,0.42,3.56,0.5,3.19,0.43,0.8,0.75,170,2116,37,Lightweight 155 lb,173.0,178.0,1.0289017341040465,43,0.6976744186046512,3.49,0.46,3.22,0.61,1.93,0.37,0.6,0.58,155
852,Sijara Eubanks,Aspen Ladd,Decision - Unanimous,3,"May 18, 2019","Rochester, New York, USA",Women's Bantamweight Bout,0,2214,36,Flyweight 125 lb,163.0,170.0,1.0429447852760736,15,0.5333333333333333,4.3,0.43,3.43,0.57,1.9,0.44,0.3,0.66,125,237,27,Featherweight 145 lb,168.0,168.0,1.0,11,0.8181818181818182,3.64,0.49,3.93,0.49,1.46,0.46,0.7,0.57,145
853,Desmond Green,Charles Jourdain,Decision - Unanimous,3,"May 18, 2019","Rochester, New York, USA",Lightweight Bout,1,2380,32,Lightweight 155 lb,178.0,185.0,1.0393258426966292,31,0.7419354838709677,3.7,0.46,2.51,0.69,1.62,0.5,0.0,0.75,155,2689,26,Featherweight 145 lb,175.0,175.0,1.0,17,0.7058823529411765,5.7,0.49,4.57,0.6,0.0,0.0,0.5,0.48,145
854,Megan Anderson,Felicia Spencer,Submission,1,"May 18, 2019","Rochester, New York, USA",Women's Featherweight Bout,0,1619,32,Featherweight 145 lb,183.0,183.0,1.0,16,0.6875,1.76,0.46,3.35,0.37,0.52,0.25,0.5,0.53,145,869,31,Featherweight 145 lb,168.0,173.0,1.0297619047619049,12,0.75,3.21,0.48,4.54,0.45,1.18,0.18,0.2,0.27,145
855,Ian Heinisch,Antonio Carlos Junior,Decision - Unanimous,3,"May 18, 2019","Rochester, New York, USA",Middleweight Bout,1,2596,33,Middleweight 185 lb,180.0,183.0,1.0166666666666666,19,0.7368421052631579,3.25,0.5,2.98,0.59,1.02,0.17,0.7,0.59,185,2052,31,Middleweight 185 lb,188.0,201.0,1.069148936170213,16,0.6875,1.95,0.42,2.14,0.52,3.42,0.39,0.8,0.53,185
856,Nik Lentz,Charles Oliveira,KO/TKO,2,"May 18, 2019","Rochester, New York, USA",Lightweight Bout,0,176,37,Featherweight 145 lb,173.0,173.0,1.0,44,0.6818181818181818,3.44,0.47,3.25,0.5,3.3,0.32,1.2,0.43,145,630,32,Lightweight 155 lb,178.0,188.0,1.0561797752808988,40,0.8,3.44,0.53,3.13,0.52,2.5,0.41,2.8,0.57,155
857,Trevin Giles,Zak Cummings,Submission,3,"May 18, 2019","Rochester, New York, USA",Middleweight Bout,0,2450,29,Middleweight 185 lb,183.0,188.0,1.0273224043715847,18,0.7777777777777778,3.09,0.54,2.2,0.59,1.37,0.64,0.5,0.75,185,1919,37,Middleweight 185 lb,183.0,190.0,1.0382513661202186,31,0.7741935483870968,2.58,0.32,2.83,0.55,0.68,0.28,0.7,0.65,185
858,Grant Dawson,Michael Trizano,Submission,2,"May 18, 2019","Rochester, New York, USA",Featherweight Bout,1,2177,28,Lightweight 155 lb,178.0,183.0,1.0280898876404494,19,0.8947368421052632,3.06,0.5,2.05,0.49,3.36,0.32,1.3,0.4,155,1255,30,Featherweight 145 lb,180.0,180.0,1.0,12,0.8333333333333334,3.54,0.53,3.93,0.48,0.44,0.66,0.7,0.71,145
859,Danny Roberts,Michel Pereira,KO/TKO,1,"May 18, 2019","Rochester, New York, USA",Welterweight Bout,0,1049,34,Welterweight 170 lb,185.0,188.0,1.0162162162162165,23,0.782608695652174,3.24,0.43,3.01,0.54,0.3,0.11,0.3,0.56,170,737,28,Welterweight 170 lb,185.0,185.0,1.0,38,0.7105263157894737,4.71,0.55,3.24,0.6,1.84,0.55,0.7,1.0,170
