name,index,Age,weight_class,height_cm,reach_cm,ape_index,Number_of_fights,win_percentage,O_SLpM,O_StrPct,D_SApM,D_StrPct,O_TdAvg,O_TdAcc,O_SubAvg,D_TdPct,weight
Leah Letson,168,29,Featherweight 145 lb,170.0,180.0,1.0588235294117647,8,0.625,3.06,0.41,3.84,0.52,0.51,0.5,0.0,0.76,145
Valerie Letourneau,169,38,Strawweight 115 lb,170.0,173.0,1.0176470588235293,14,0.5714285714285714,4.51,0.37,5.4,0.58,0.77,0.45,0.3,0.66,115
Frank Lester,170,37,Welterweight 170 lb,180.0,180.0,1.0,17,0.6470588235294118,2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0,170
Brock Lesnar,171,44,Heavyweight 265 lb,190.0,206.0,1.0842105263157895,8,0.625,3.53,0.72,2.11,0.5,3.9,0.55,0.5,0.6,265
Derrick Lewis,172,37,Heavyweight 265 lb,190.0,201.0,1.0578947368421052,35,0.7428571428571429,2.56,0.5,2.51,0.41,0.6,0.28,0.0,0.55,260
Kimo Leopoldo,173,54,Heavyweight 265 lb,190.0,190.0,1.0,18,0.5555555555555556,0.76,0.83,2.12,0.3,4.55,1.0,2.3,0.0,235
Victoria Leonardo,174,32,Flyweight 125 lb,165.0,163.0,0.9878787878787879,13,0.6153846153846154,3.71,0.41,5.14,0.45,1.56,0.27,0.0,0.66,125
Anthony Leone,175,34,Bantamweight 135 lb,168.0,168.0,1.0,23,0.6521739130434783,1.94,0.53,2.52,0.56,1.72,0.18,0.0,0.0,135
Nik Lentz,176,37,Featherweight 145 lb,173.0,173.0,1.0,44,0.6818181818181818,3.44,0.47,3.25,0.5,3.3,0.32,1.2,0.43,145
Brandon Lewis,177,24,Bantamweight 135 lb,163.0,165.0,1.0122699386503067,6,0.8333333333333334,1.33,0.39,1.87,0.54,0.0,0.0,0.0,0.2,135
Li Jingliang,178,33,Welterweight 170 lb,183.0,180.0,0.9836065573770492,25,0.72,4.42,0.42,3.74,0.58,1.25,0.39,0.0,0.58,170
Bevon Lewis,179,30,Middleweight 185 lb,190.0,201.0,1.0578947368421052,10,0.7,3.73,0.43,2.67,0.54,0.0,0.0,0.0,0.66,185
Jean Francois Lenogue,180,49,Middleweight 185 lb,183.0,183.0,1.0,36,0.4444444444444444,1.13,0.34,0.27,0.6,0.0,0.0,0.0,0.33,185
Jesse Lennox,181,39,Welterweight 170 lb,175.0,183.0,1.0457142857142858,18,0.7777777777777778,2.69,0.32,3.2,0.64,1.22,0.66,0.3,0.63,170
Amanda Lemos,182,34,Strawweight 115 lb,163.0,165.0,1.0122699386503067,13,0.8461538461538461,5.35,0.58,4.67,0.48,1.31,0.57,0.3,0.87,115
Stefan Leko,183,47,Heavyweight 265 lb,188.0,188.0,1.0,3,0.0,2.4,0.43,6.17,0.68,0.0,0.0,0.0,0.0,215
Thales Leites,184,40,Middleweight 185 lb,185.0,198.0,1.0702702702702702,37,0.7567567567567568,2.13,0.4,2.99,0.52,2.1,0.27,1.1,0.3,185
Cheyden Leialoha,185,27,Bantamweight 135 lb,173.0,185.0,1.069364161849711,6,1.0,1.87,0.28,3.2,0.53,2.0,0.33,0.0,0.71,135
Sherron Leggett,186,43,Lightweight 155 lb,173.0,173.0,1.0,27,0.7777777777777778,2.86,0.51,2.08,0.47,5.19,0.8,0.0,0.33,155
Andrea Lee,187,33,Flyweight 125 lb,168.0,175.0,1.0416666666666667,18,0.7222222222222222,5.74,0.48,3.78,0.65,1.77,0.5,0.8,0.58,125
Rocky Lee,188,34,Featherweight 145 lb,175.0,175.0,1.0,5,0.6,2.47,0.51,5.33,0.44,1.0,0.1,0.0,0.33,145
Kevin Lee,189,29,Welterweight 170 lb,175.0,196.0,1.12,25,0.72,3.89,0.42,3.56,0.5,3.19,0.43,0.8,0.75,170
Vaughan Lee,190,39,Flyweight 125 lb,168.0,168.0,1.0,28,0.5,3.47,0.47,2.07,0.7,0.81,0.33,1.0,0.72,125
Tommy Lee,191,45,Featherweight 145 lb,170.0,170.0,1.0,31,0.8064516129032258,0.0,0.0,0.3,0.75,4.57,0.33,0.0,0.0,145
Tae Hyun Lee,192,47,Super Heavyweight,198.0,198.0,1.0,3,0.3333333333333333,1.37,0.31,3.89,0.54,5.15,1.0,0.0,0.0,295
Eun Soo Lee,193,40,Heavyweight 265 lb,185.0,185.0,1.0,21,0.8095238095238095,0.0,0.0,3.05,0.6,0.0,0.0,0.0,0.5,215
James Lee,194,48,Light Heavyweight 205 lb,180.0,180.0,1.0,18,0.8333333333333334,1.4,0.42,3.72,0.27,13.95,0.5,7.0,0.0,205
Justin Ledet,195,33,Light Heavyweight 205 lb,193.0,203.0,1.0518134715025906,13,0.6923076923076923,3.35,0.39,4.82,0.49,0.23,0.5,0.2,0.42,205
Stephen Ledbetter,196,39,Featherweight 145 lb,175.0,175.0,1.0,11,0.7272727272727273,1.2,0.38,1.6,0.57,5.0,0.45,0.0,1.0,145
Mickael Lebout,197,34,Lightweight 155 lb,180.0,185.0,1.0277777777777777,24,0.6666666666666666,2.6,0.34,2.98,0.54,0.0,0.0,0.0,0.6,155
Chris Leben,198,41,Middleweight 185 lb,180.0,185.0,1.0277777777777777,33,0.6666666666666666,2.87,0.42,2.87,0.52,1.14,0.41,0.8,0.53,185
Jerome LeBanner,199,49,Heavyweight 265 lb,190.0,190.0,1.0,5,0.6,0.92,0.35,1.03,0.37,0.0,0.0,0.0,0.5,265
Jordan Leavitt,200,26,Lightweight 155 lb,175.0,180.0,1.0285714285714285,10,0.9,1.31,0.55,1.31,0.53,2.81,0.31,2.2,0.0,155
Thanh Le,201,36,Featherweight 145 lb,175.0,188.0,1.0742857142857143,7,0.8571428571428571,1.97,0.4,1.82,0.7,0.0,0.0,0.0,1.0,145
Cung Le,202,49,Middleweight 185 lb,175.0,178.0,1.0171428571428571,12,0.75,4.36,0.48,2.98,0.66,1.37,0.71,0.3,0.88,185
Mounir Lazzez,203,34,Welterweight 170 lb,185.0,193.0,1.0432432432432432,12,0.8333333333333334,5.69,0.55,4.78,0.45,3.41,1.0,0.0,0.6,170
Zviad Lazishvili,204,30,Bantamweight 135 lb,168.0,175.0,1.0416666666666667,14,0.9285714285714286,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0,135
Valmir Lazaro,205,36,Lightweight 155 lb,183.0,185.0,1.010928961748634,20,0.75,4.87,0.37,4.09,0.61,1.33,0.4,0.0,0.96,155
Ronnie Lawrence,206,29,Bantamweight 135 lb,173.0,173.0,1.0,9,0.8888888888888888,3.54,0.57,1.62,0.55,9.15,0.78,0.3,1.0,135
Lance Lawrence,207,28,Featherweight 145 lb,185.0,188.0,1.0162162162162163,5,0.8,5.87,0.5,9.8,0.24,1.0,1.0,0.0,0.5,145
Justin Lawrence,208,31,Featherweight 145 lb,173.0,170.0,0.9826589595375722,14,0.7142857142857143,3.84,0.35,2.83,0.67,0.72,0.28,0.0,0.73,145
Tom Lawlor,209,38,Light Heavyweight 205 lb,183.0,188.0,1.0273224043715847,16,0.625,2.5,0.42,2.41,0.6,2.46,0.32,1.4,0.57,205
Robbie Lawler,210,39,Welterweight 170 lb,180.0,188.0,1.0444444444444445,44,0.6590909090909091,3.73,0.46,4.42,0.59,0.66,0.64,0.0,0.65,170
Muhammed Lawal,211,41,Light Heavyweight 205 lb,183.0,198.0,1.0819672131147542,27,0.7777777777777778,3.79,0.52,1.61,0.66,5.96,0.75,0.0,0.87,205
Dan Lauzon,212,33,Lightweight 155 lb,178.0,178.0,1.0,23,0.7391304347826086,1.34,0.25,4.09,0.61,1.63,0.33,2.7,0.8,155
Joe Lauzon,213,37,Lightweight 155 lb,178.0,180.0,1.0112359550561798,44,0.6363636363636364,2.84,0.39,5.39,0.54,2.39,0.45,2.0,0.54,155
Jenel Lausa,214,33,Flyweight 125 lb,165.0,173.0,1.0484848484848486,12,0.5833333333333334,1.44,0.42,3.53,0.53,0.55,0.66,0.8,0.51,125
Ilir Latifi,215,38,Heavyweight 265 lb,178.0,185.0,1.0393258426966292,24,0.6666666666666666,1.84,0.39,2.86,0.56,2.02,0.34,0.4,1.0,230
Bobby Lashley,216,45,Heavyweight 265 lb,190.0,198.0,1.0421052631578946,17,0.8823529411764706,3.1,0.63,0.76,0.63,11.47,0.7,0.0,0.0,255
Brock Larson,217,44,Welterweight 170 lb,180.0,180.0,1.0,52,0.8076923076923077,1.39,0.46,1.5,0.55,2.67,0.34,2.0,0.43,170
Jeremy Larsen,218,37,Featherweight 145 lb,178.0,178.0,1.0,13,0.6153846153846154,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,145
Lorenz Larkin,219,35,Welterweight 170 lb,180.0,183.0,1.0166666666666666,24,0.75,3.53,0.46,2.74,0.63,0.27,0.42,0.1,0.79,170
Icho Larenas,220,41,Heavyweight 265 lb,190.0,190.0,1.0,11,0.5454545454545454,0.17,0.15,2.5,0.28,0.0,0.0,0.0,0.14,235
TJ Laramie,221,24,Featherweight 145 lb,168.0,168.0,1.0,16,0.75,2.73,0.51,3.24,0.26,2.56,0.5,0.0,0.0,145
Anthony Lapsley,222,42,Welterweight 170 lb,175.0,175.0,1.0,30,0.7666666666666667,0.53,0.34,0.58,0.66,0.0,0.0,0.0,0.2,170
Chad Laprise,223,35,Welterweight 170 lb,178.0,180.0,1.0112359550561798,17,0.7647058823529411,4.78,0.42,3.59,0.65,1.05,0.54,0.0,0.78,170
Taylor Lapilus,224,29,Bantamweight 135 lb,168.0,185.0,1.1011904761904763,13,0.8461538461538461,3.77,0.45,2.0,0.61,0.58,0.4,0.6,0.81,135
Lina Lansberg,225,39,Bantamweight 135 lb,170.0,165.0,0.9705882352941176,15,0.6666666666666666,2.76,0.57,3.7,0.44,0.71,0.33,0.1,0.5,135
Jeremy Lang,226,46,Light Heavyweight 205 lb,180.0,180.0,1.0,23,0.9130434782608695,1.13,0.5,1.41,0.42,4.22,0.6,4.2,0.0,205
Austen Lane,227,34,Heavyweight 265 lb,198.0,198.0,1.0,3,0.6666666666666666,5.26,0.35,6.32,0.6,0.0,0.0,0.0,0.0,245
Nate Landwehr,228,33,Featherweight 145 lb,175.0,183.0,1.0457142857142858,19,0.7894736842105263,6.51,0.52,5.96,0.51,0.48,0.5,1.0,0.87,145
Jose Landi-Jons,229,48,Welterweight 170 lb,180.0,180.0,1.0,45,0.6444444444444445,0.99,0.4,0.77,0.43,2.2,0.8,2.2,0.4,170
Jason Lambert,230,46,Middleweight 185 lb,190.0,190.0,1.0,39,0.6666666666666666,3.21,0.58,1.84,0.5,1.35,0.36,2.4,0.28,185
Ricardo Lamas,231,39,Featherweight 145 lb,173.0,180.0,1.0404624277456647,28,0.7142857142857143,3.13,0.47,2.87,0.57,1.84,0.33,0.9,0.46,145
Sean Lally,232,31,Welterweight 170 lb,183.0,183.0,1.0,10,0.7,5.34,0.39,7.23,0.3,0.0,0.0,0.0,0.0,170
Yohan Lainesse,233,29,Welterweight 170 lb,185.0,193.0,1.0432432432432432,8,1.0,3.09,0.38,1.24,0.6,0.0,0.0,0.0,0.0,170
Tina Lahdemaki,234,33,Strawweight 115 lb,157.0,157.0,1.0,6,0.8333333333333334,1.93,0.2,4.67,0.57,0.0,0.0,0.0,0.16,115
Noad Lahat,235,37,Featherweight 145 lb,175.0,175.0,1.0,13,0.8461538461538461,2.79,0.46,1.47,0.63,2.37,0.26,2.4,0.16,145
Ryan LaFlare,236,38,Welterweight 170 lb,185.0,188.0,1.0162162162162163,17,0.8235294117647058,2.89,0.4,1.86,0.63,2.13,0.44,0.2,0.58,170
Aspen Ladd,237,27,Featherweight 145 lb,168.0,168.0,1.0,11,0.8181818181818182,3.64,0.49,3.93,0.49,1.46,0.46,0.7,0.57,145
Achmed Labasanov,238,43,Heavyweight 265 lb,190.0,190.0,1.0,11,0.6363636363636364,0.75,0.39,1.1,0.46,3.0,1.0,0.8,0.0,215
Fiona Muxlow,239,44,Featherweight 145 lb,163.0,163.0,1.0,9,0.6666666666666666,1.44,0.27,5.45,0.34,0.0,0.0,0.0,0.0,145
Elvis Mutapcic,240,35,Middleweight 185 lb,183.0,183.0,1.0,22,0.6818181818181818,3.41,0.4,4.27,0.38,0.0,0.0,0.0,0.81,185
Max Mustaki,241,34,Lightweight 155 lb,183.0,183.0,1.0,9,0.6666666666666666,8.2,0.5,13.0,0.45,0.0,0.0,0.0,0.0,155
Magomed Mustafaev,242,33,Lightweight 155 lb,173.0,180.0,1.0404624277456647,18,0.7777777777777778,2.59,0.58,2.68,0.41,3.31,0.5,0.4,0.23,155
Nicholas Musoke,243,35,Welterweight 170 lb,183.0,190.0,1.0382513661202186,18,0.7222222222222222,3.56,0.35,3.8,0.57,1.16,0.19,0.2,0.82,170
Azamat Murzakanov,244,32,Heavyweight 265 lb,178.0,180.0,1.0112359550561798,10,1.0,3.0,0.52,1.33,0.63,0.0,0.0,0.0,0.0,225
Khalid Murtazaliev,245,28,Middleweight 185 lb,183.0,193.0,1.0546448087431695,16,0.875,4.8,0.69,0.4,0.78,7.5,1.0,0.0,0.33,185
Jesse Murray,246,29,Light Heavyweight 205 lb,190.0,198.0,1.0421052631578946,12,0.6666666666666666,2.38,0.28,7.72,0.43,0.0,0.0,0.0,0.0,205
Lee Murray,247,44,Middleweight 185 lb,190.0,190.0,1.0,11,0.7272727272727273,0.36,0.15,3.28,0.32,0.9,1.0,1.8,0.42,185
Lerone Murphy,248,30,Featherweight 145 lb,175.0,185.0,1.0571428571428572,12,0.9166666666666666,2.58,0.42,1.9,0.62,0.76,0.33,0.8,0.36,145
Lauren Murphy,249,38,Flyweight 125 lb,165.0,170.0,1.0303030303030303,20,0.75,3.58,0.38,4.35,0.59,1.03,0.34,0.1,0.65,125
Jon Murphy,250,44,Heavyweight 265 lb,190.0,190.0,1.0,10,0.6,3.93,0.66,8.85,0.43,0.0,0.0,0.0,0.0,260
Ian Murphy,251,36,Middleweight 185 lb,185.0,185.0,1.0,2,0.5,0.0,0.0,1.93,0.3,4.13,1.0,0.0,0.0,185
Tom Murphy,252,47,Heavyweight 265 lb,188.0,188.0,1.0,8,1.0,2.5,0.71,0.17,0.84,7.51,0.85,2.5,0.0,227
Vince Murdock,253,30,Featherweight 145 lb,168.0,163.0,0.9702380952380952,16,0.75,1.21,0.21,7.17,0.4,0.0,0.0,0.0,0.0,145
Kanako Murata,254,28,Strawweight 115 lb,155.0,157.0,1.0129032258064516,14,0.8571428571428571,2.08,0.59,2.6,0.53,2.4,0.4,1.2,0.0,115
Makhmud Muradov,255,32,Middleweight 185 lb,188.0,190.0,1.0106382978723405,32,0.78125,5.39,0.42,3.17,0.61,0.31,0.16,0.3,0.8,185
Olivier Murad,256,28,Featherweight 145 lb,178.0,183.0,1.0280898876404494,6,1.0,2.6,0.36,2.2,0.61,1.0,1.0,0.0,0.55,145
Johnny Munoz,257,29,Bantamweight 135 lb,175.0,180.0,1.0285714285714285,12,0.9166666666666666,2.79,0.42,1.24,0.67,2.66,0.21,2.7,0.0,135
Alexander Munoz,258,32,Lightweight 155 lb,175.0,183.0,1.0457142857142858,8,0.75,3.96,0.43,5.49,0.52,3.0,0.39,0.0,0.0,155
Mark Munoz,259,44,Middleweight 185 lb,183.0,180.0,0.9836065573770492,20,0.7,3.12,0.51,2.26,0.57,3.17,0.29,0.6,0.57,185
Andre Muniz,260,32,Middleweight 185 lb,185.0,198.0,1.0702702702702702,26,0.8461538461538461,2.18,0.57,1.82,0.47,3.6,0.4,2.9,0.45,185
Pedro Munhoz,261,35,Bantamweight 135 lb,168.0,165.0,0.9821428571428571,26,0.7307692307692307,5.5,0.43,6.09,0.58,0.57,0.2,0.7,0.81,135
Jamie Mullarkey,262,27,Lightweight 155 lb,183.0,188.0,1.0273224043715847,18,0.7777777777777778,3.03,0.4,4.45,0.45,3.5,0.32,0.4,0.66,155
James Mulheron,263,34,Heavyweight 265 lb,178.0,185.0,1.0393258426966292,13,0.8461538461538461,2.4,0.31,3.47,0.42,0.0,0.0,0.0,0.25,243
Quinn Mulhern,264,37,Lightweight 155 lb,190.0,190.0,1.0,22,0.8181818181818182,1.48,0.28,2.09,0.51,1.36,0.2,0.0,0.33,155
Belal Muhammad,265,33,Welterweight 170 lb,180.0,183.0,1.0166666666666666,23,0.8695652173913043,4.55,0.43,3.61,0.59,2.2,0.33,0.2,0.91,170
Lauren Mueller,266,30,Flyweight 125 lb,165.0,170.0,1.0303030303030303,8,0.625,4.08,0.41,3.77,0.58,0.7,0.5,0.0,0.71,125
Jamie Moyle,267,32,Strawweight 115 lb,155.0,165.0,1.064516129032258,7,0.5714285714285714,4.51,0.51,4.0,0.65,1.0,0.21,0.0,0.5,115
Kris Moutinho,268,29,Bantamweight 135 lb,170.0,173.0,1.0176470588235293,14,0.6428571428571429,4.81,0.32,15.81,0.27,0.0,0.0,0.0,0.0,135
Gegard Mousasi,269,36,Middleweight 185 lb,188.0,193.0,1.0265957446808511,50,0.84,3.75,0.5,1.21,0.68,1.59,0.6,1.1,0.59,185
Nikolas Motta,270,29,Lightweight 155 lb,175.0,178.0,1.0171428571428571,16,0.75,2.87,0.3,4.64,0.6,0.0,0.0,0.0,1.0,155
Anthony Morrison,271,37,Featherweight 145 lb,170.0,170.0,1.0,32,0.625,1.7,0.33,0.49,0.8,0.0,0.0,0.0,0.5,145
Brad Morris,272,42,Light Heavyweight 205 lb,188.0,188.0,1.0,16,0.625,0.5,0.62,6.95,0.27,0.0,0.0,0.0,0.0,205
Sergey Morozov,273,32,Bantamweight 135 lb,168.0,170.0,1.0119047619047619,22,0.7727272727272727,2.78,0.44,2.96,0.58,3.28,0.33,0.0,0.61,135
Maryna Moroz,274,30,Flyweight 125 lb,170.0,170.0,1.0,13,0.7692307692307693,4.09,0.31,4.15,0.53,0.56,0.18,0.4,0.47,125
Alex Morono,275,31,Welterweight 170 lb,180.0,183.0,1.0166666666666666,28,0.75,5.21,0.42,3.93,0.56,0.35,0.25,0.3,0.53,170
Peggy Morgan,276,42,Bantamweight 135 lb,185.0,185.0,1.0,8,0.5,2.27,0.23,8.2,0.33,0.0,0.0,0.0,0.5,135
Sammy Morgan,277,40,Welterweight 170 lb,178.0,178.0,1.0,30,0.6,1.05,0.22,3.74,0.4,1.43,0.2,0.5,0.0,170
Dan Moret,278,35,Lightweight 155 lb,183.0,185.0,1.010928961748634,19,0.6842105263157895,2.67,0.43,3.56,0.43,1.25,0.27,0.4,0.45,155
Brandon Moreno,279,28,Flyweight 125 lb,170.0,178.0,1.0470588235294118,27,0.7037037037037037,3.54,0.39,3.31,0.57,1.84,0.47,0.7,0.69,125
Vinicius Moreira,280,33,Light Heavyweight 205 lb,193.0,193.0,1.0,14,0.6428571428571429,3.15,0.59,5.07,0.43,1.97,0.18,1.3,0.0,205
Jesse Moreng,281,42,Featherweight 145 lb,170.0,170.0,1.0,10,0.9,1.26,0.4,2.08,0.48,5.56,1.0,0.0,1.0,145
Gisele Moreira,282,41,Bantamweight 135 lb,168.0,168.0,1.0,11,0.7272727272727273,5.93,0.42,6.33,0.48,4.0,0.57,0.0,0.0,135
Richardson Moreira,283,37,Middleweight 185 lb,188.0,188.0,1.0,11,0.6363636363636364,1.17,0.28,1.83,0.67,0.0,0.0,0.0,1.0,185
Christian Morecraft,284,35,Heavyweight 265 lb,198.0,206.0,1.0404040404040404,11,0.7272727272727273,2.82,0.34,2.46,0.46,3.26,0.66,2.2,0.5,260
Sarah Moras,285,33,Bantamweight 135 lb,170.0,170.0,1.0,14,0.42857142857142855,2.28,0.34,3.58,0.5,0.67,0.21,0.8,0.33,135
Michael Morales,286,22,Welterweight 170 lb,183.0,201.0,1.098360655737705,13,1.0,4.14,0.48,3.14,0.36,3.14,0.44,0.0,0.85,170
Omar Morales,287,36,Featherweight 145 lb,180.0,185.0,1.0277777777777777,13,0.8461538461538461,3.4,0.38,2.83,0.63,0.6,1.0,0.0,0.63,145
Vince Morales,288,31,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,16,0.6875,4.62,0.39,4.25,0.54,0.19,0.25,0.0,0.5,135
Joseph Morales,289,27,Flyweight 125 lb,168.0,175.0,1.0416666666666667,11,0.8181818181818182,1.58,0.37,1.72,0.6,0.53,0.5,2.6,0.23,125
Albert Morales,290,30,Bantamweight 135 lb,175.0,183.0,1.0457142857142858,12,0.5833333333333334,3.81,0.35,3.96,0.56,0.91,0.35,0.2,0.7,135
Leonardo Morales,291,29,Bantamweight 135 lb,173.0,173.0,1.0,8,0.75,2.05,0.47,2.05,0.58,0.0,0.0,0.0,0.62,135
Ricardo Morais,292,55,Super Heavyweight,203.0,203.0,1.0,15,0.6666666666666666,2.86,0.37,2.39,0.53,0.0,0.0,0.0,0.0,270
John Moraga,293,37,Flyweight 125 lb,168.0,168.0,1.0,26,0.7307692307692307,2.57,0.43,2.55,0.56,0.62,0.23,1.1,0.44,125
Sheymon Moraes,294,31,Featherweight 145 lb,173.0,183.0,1.0578034682080926,15,0.7333333333333333,3.0,0.42,3.64,0.63,0.0,0.0,0.0,0.53,145
Marlon Moraes,295,33,Bantamweight 135 lb,168.0,170.0,1.0119047619047619,33,0.696969696969697,3.34,0.4,4.47,0.53,0.89,0.41,0.4,0.46,135
Sergio Moraes,296,39,Welterweight 170 lb,183.0,183.0,1.0,21,0.6666666666666666,2.42,0.42,3.73,0.59,1.2,0.38,0.4,0.75,170
Taylor Moore,297,28,Bantamweight 135 lb,178.0,178.0,1.0,15,0.6666666666666666,0.2,0.75,2.07,0.42,0.0,0.0,0.0,0.25,135
Todd Moore,298,38,Welterweight 170 lb,175.0,180.0,1.0285714285714285,23,0.6956521739130435,1.83,0.26,2.3,0.57,0.78,0.14,0.0,0.54,170
Homer Moore,299,50,Light Heavyweight 205 lb,178.0,178.0,1.0,37,0.7027027027027027,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0,205
James Moontasri,300,33,Welterweight 170 lb,178.0,180.0,1.0112359550561798,14,0.6428571428571429,2.39,0.48,3.86,0.4,0.0,0.0,0.2,0.79,170
Steve Montgomery,301,31,Middleweight 185 lb,193.0,193.0,1.0,14,0.6428571428571429,4.85,0.39,4.12,0.47,0.0,0.0,0.0,0.64,185
Nicco Montano,302,33,Bantamweight 135 lb,165.0,165.0,1.0,8,0.625,5.6,0.41,4.43,0.64,2.25,0.54,0.4,0.69,135
Erick Montano,303,36,Welterweight 170 lb,183.0,185.0,1.010928961748634,12,0.5833333333333334,2.79,0.44,2.06,0.64,2.29,0.36,0.0,0.66,170
Augusto Montano,304,37,Welterweight 170 lb,185.0,185.0,1.0,18,0.8333333333333334,3.46,0.46,2.66,0.56,0.0,0.0,0.0,0.66,170
Darrell Montague,305,34,Flyweight 125 lb,168.0,170.0,1.0119047619047619,18,0.7222222222222222,1.92,0.25,5.38,0.52,0.72,0.25,1.4,0.33,125
Jeff Monson,306,51,Heavyweight 265 lb,175.0,188.0,1.0742857142857143,87,0.6896551724137931,0.97,0.3,2.87,0.59,1.06,0.12,0.7,0.66,247
Hidetaka Monma,307,48,Welterweight 170 lb,183.0,183.0,1.0,33,0.5454545454545454,1.67,0.25,9.76,0.34,0.0,0.0,0.0,0.0,168
Jeff Molina,308,24,Flyweight 125 lb,168.0,175.0,1.0416666666666667,12,0.8333333333333334,8.72,0.5,6.12,0.53,0.0,0.0,0.0,0.37,125
Dan Molina,309,37,Heavyweight 265 lb,178.0,178.0,1.0,22,0.5909090909090909,0.0,0.0,5.58,0.6,0.0,0.0,20.9,0.0,216
Suman Mokhtarian,310,29,Featherweight 145 lb,173.0,183.0,1.0578034682080926,13,0.6153846153846154,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,145
Ashkan Mokhtarian,311,36,Flyweight 125 lb,168.0,170.0,1.0119047619047619,16,0.8125,1.95,0.43,3.66,0.43,0.54,0.16,0.0,0.33,125
Thiago Moises,312,26,Lightweight 155 lb,175.0,178.0,1.0171428571428571,21,0.7142857142857143,2.52,0.37,4.12,0.56,1.0,0.35,1.1,0.6,155
Renato Moicano,313,32,Lightweight 155 lb,180.0,183.0,1.0166666666666666,21,0.7619047619047619,5.12,0.47,3.58,0.64,2.14,0.53,0.8,0.8,155
Nate Mohr,314,39,Lightweight 155 lb,175.0,183.0,1.0457142857142858,16,0.5625,3.79,0.41,2.5,0.74,0.45,0.5,0.0,0.71,155
Bobby Moffett,315,31,Featherweight 145 lb,178.0,185.0,1.0393258426966292,18,0.7222222222222222,3.41,0.39,3.15,0.61,2.74,0.66,1.4,0.66,145
Roxanne Modafferi,316,39,Flyweight 125 lb,170.0,175.0,1.0294117647058822,46,0.5434782608695652,3.35,0.3,5.7,0.51,1.35,0.23,0.1,0.3,125
Tatsuya Mizuno,317,40,Light Heavyweight 205 lb,185.0,185.0,1.0,29,0.5517241379310345,2.25,0.37,3.52,0.53,1.19,0.25,3.6,0.4,205
Takeya Mizugaki,318,38,Bantamweight 135 lb,170.0,175.0,1.0294117647058822,34,0.6176470588235294,3.37,0.37,3.27,0.57,1.46,0.57,0.1,0.7,135
Hiromitsu Miura,319,40,Welterweight 170 lb,175.0,180.0,1.0285714285714285,19,0.631578947368421,2.12,0.34,2.12,0.58,2.23,0.5,0.6,0.69,170
Eiji Mitsuoka,320,46,Featherweight 145 lb,170.0,170.0,1.0,29,0.6206896551724138,1.49,0.49,2.26,0.45,2.3,0.36,1.6,0.2,145
Matt Mitrione,321,43,Heavyweight 265 lb,190.0,208.0,1.0947368421052632,17,0.7058823529411765,3.55,0.5,2.79,0.64,0.0,0.0,0.7,0.55,265
Roman Mitichyan,322,43,Welterweight 170 lb,178.0,178.0,1.0,11,0.7272727272727273,0.26,0.16,2.7,0.43,1.93,1.0,1.9,0.25,170
Maurice Mitchell,323,34,Featherweight 145 lb,175.0,175.0,1.0,13,0.8461538461538461,3.8,0.55,3.54,0.6,0.0,0.0,0.0,1.0,145
Bryce Mitchell,324,27,Featherweight 145 lb,178.0,178.0,1.0,15,0.9333333333333333,2.29,0.61,1.46,0.6,3.26,0.46,2.3,0.33,145
Brad Mitchell,325,47,Featherweight 145 lb,180.0,180.0,1.0,6,0.6666666666666666,1.15,0.33,4.2,0.52,0.0,0.0,1.9,1.0,145
Danny Mitchell,326,35,Welterweight 170 lb,188.0,188.0,1.0,29,0.6551724137931034,2.53,0.49,2.53,0.52,0.0,0.0,3.0,1.0,170
David Mitchell,327,42,Welterweight 170 lb,183.0,190.0,1.0382513661202186,29,0.7586206896551724,1.74,0.32,2.06,0.55,0.66,0.5,2.0,0.29,170
Dokonjonosuke Mishima,328,49,Lightweight 155 lb,170.0,170.0,1.0,30,0.7,1.06,0.41,1.22,0.52,2.47,0.4,1.4,0.25,155
Toby Misech,329,34,Featherweight 145 lb,173.0,173.0,1.0,14,0.6428571428571429,3.27,0.4,7.73,0.46,0.0,0.0,0.0,0.0,145
Kazuo Misaki,330,45,Middleweight 185 lb,173.0,173.0,1.0,38,0.6578947368421053,2.85,0.4,2.74,0.63,0.72,0.38,0.6,0.51,183
Damir Mirenic,331,47,Middleweight 185 lb,183.0,183.0,1.0,13,0.6923076923076923,0.84,0.5,9.86,0.35,0.0,0.0,0.0,0.0,185
Vitor Miranda,332,42,Middleweight 185 lb,185.0,196.0,1.0594594594594595,17,0.7058823529411765,2.98,0.45,2.95,0.58,0.95,0.55,0.2,0.5,185
Mario Miranda,333,42,Middleweight 185 lb,190.0,188.0,0.9894736842105263,21,0.6666666666666666,1.96,0.54,2.46,0.36,1.02,0.6,0.0,0.54,185
Frank Mir,334,42,Heavyweight 265 lb,190.0,201.0,1.0578947368421052,29,0.6206896551724138,2.18,0.47,3.84,0.38,2.02,0.4,2.0,0.54,264
